product_id,baseline_price,cost,avg_rating_last_30d,recent_complaints,competitor_avg_price,trend
2567,248.12,110.0,4.5,3,unknown,rising?
2568,160.58,95.0,3.15,19,130–180,negative?
2569,158.56,95.0,3.05,14,130–180,negative?
2570,178.17,143.0,3.97,7,160–190,stable
2571,249.83,110.0,4.97,0,unknown,rising?
2572,161.88,95.0,3.29,16,130–180,negative?
2573,179.83,143.0,3.96,5,160–190,stable
2574,249.41,110.0,4.79,1,unknown,rising?
2575,161.96,95.0,3.37,14,130–180,negative?
2576,180.44,143.0,4.17,2,160–190,stable
2577,50.26,27.0,4.69,5,44–52,stable
2578,88.25,40.0,4.12,0,65–100,unclear
2579,127.91,75.0,3.56,13,109–140,negative
2580,127.58,75.0,3.64,14,109–140,negative
2581,180.34,143.0,4.27,6,160–190,stable
2582,158.49,95.0,3.36,17,130–180,negative?
2583,161.26,95.0,3.05,17,130–180,negative?
2584,89.25,40.0,4.4,3,65–100,unclear
2585,51.03,27.0,4.43,5,44–52,stable
2586,91.22,40.0,4.49,2,65–100,unclear
2587,127.61,75.0,3.63,10,109–140,negative
2588,179.9,143.0,3.84,5,160–190,stable
2589,159.76,95.0,2.82,16,130–180,negative?
2590,50.01,27.0,4.47,4,44–52,stable
2591,90.9,40.0,4.35,4,65–100,unclear
2592,129.96,75.0,3.88,9,109–140,negative
2593,159.81,95.0,3.01,19,130–180,negative?
2594,159.07,95.0,3.3,19,130–180,negative?
2595,88.9,40.0,4.21,2,65–100,unclear
2596,178.17,143.0,4.16,3,160–190,stable
2597,159.76,95.0,2.98,14,130–180,negative?
2598,159.58,95.0,2.95,16,130–180,negative?
2599,160.73,95.0,2.81,19,130–180,negative?
2600,129.63,75.0,4.08,14,109–140,negative
2601,250.23,110.0,4.72,0,unknown,rising?
2602,129.17,75.0,3.88,9,109–140,negative
2603,129.35,75.0,3.97,11,109–140,negative
2604,178.46,143.0,4.05,3,160–190,stable
2605,48.1,27.0,4.69,1,44–52,stable
2606,177.91,143.0,4.26,2,160–190,stable
2607,177.95,143.0,4.0,7,160–190,stable
2608,178.38,143.0,3.74,6,160–190,stable
2609,159.13,95.0,2.91,16,130–180,negative?
2610,251.64,110.0,4.82,0,unknown,rising?
2611,248.19,110.0,4.74,3,unknown,rising?
2612,51.71,27.0,4.69,2,44–52,stable
2613,160.09,95.0,2.89,15,130–180,negative?
2614,251.39,110.0,4.41,0,unknown,rising?
2615,127.69,75.0,4.07,13,109–140,negative
2616,127.14,75.0,3.75,10,109–140,negative
2617,250.89,110.0,4.56,2,unknown,rising?
2618,89.03,40.0,4.34,0,65–100,unclear
2619,177.8,143.0,4.05,6,160–190,stable
2620,51.6,27.0,4.23,3,44–52,stable
2621,90.72,40.0,3.97,1,65–100,unclear
2622,161.28,95.0,3.19,16,130–180,negative?
2623,160.9,95.0,2.88,16,130–180,negative?
2624,249.05,110.0,4.55,2,unknown,rising?
2625,91.17,40.0,4.13,4,65–100,unclear
2626,128.83,75.0,3.78,14,109–140,negative
2627,127.73,75.0,3.59,13,109–140,negative
2628,91.81,40.0,4.18,4,65–100,unclear
2629,159.28,95.0,3.29,18,130–180,negative?
2630,128.37,75.0,3.99,13,109–140,negative
2631,250.97,110.0,4.51,2,unknown,rising?
2632,180.39,143.0,4.2,2,160–190,stable
2633,180.65,143.0,3.91,5,160–190,stable
2634,128.24,75.0,3.5,9,109–140,negative
2635,180.66,143.0,3.7,7,160–190,stable
2636,49.94,27.0,4.21,1,44–52,stable
2637,180.02,143.0,4.2,2,160–190,stable
2638,91.77,40.0,4.22,2,65–100,unclear
2639,128.06,75.0,4.03,13,109–140,negative
2640,90.31,40.0,4.23,0,65–100,unclear
2641,179.51,143.0,4.25,3,160–190,stable
2642,50.03,27.0,4.46,3,44–52,stable
2643,177.23,143.0,3.74,6,160–190,stable
2644,177.09,143.0,3.97,4,160–190,stable
2645,51.69,27.0,4.15,4,44–52,stable
2646,129.67,75.0,3.94,11,109–140,negative
2647,89.9,40.0,4.03,0,65–100,unclear
2648,179.7,143.0,4.28,6,160–190,stable
2649,249.41,110.0,4.52,0,unknown,rising?
2650,89.12,40.0,4.24,1,65–100,unclear
2651,249.26,110.0,4.85,1,unknown,rising?
2652,161.5,95.0,3.17,14,130–180,negative?
2653,161.91,95.0,3.0,16,130–180,negative?
2654,49.54,27.0,4.22,0,44–52,stable
2655,128.56,75.0,3.83,13,109–140,negative
2656,88.37,40.0,4.41,0,65–100,unclear
2657,179.34,143.0,4.07,3,160–190,stable
2658,248.69,110.0,4.9,0,unknown,rising?
2659,249.14,110.0,4.99,1,unknown,rising?
2660,161.4,95.0,3.24,18,130–180,negative?
2661,158.18,95.0,2.84,17,130–180,negative?
2662,90.53,40.0,3.95,4,65–100,unclear
2663,91.8,40.0,4.31,4,65–100,unclear
2664,159.71,95.0,2.86,15,130–180,negative?
2665,250.31,110.0,4.52,0,unknown,rising?
2666,88.0,40.0,4.11,3,65–100,unclear
2667,88.6,40.0,3.94,1,65–100,unclear
2668,89.68,40.0,4.41,4,65–100,unclear
2669,89.79,40.0,4.28,2,65–100,unclear
2670,251.19,110.0,4.97,2,unknown,rising?
2671,128.99,75.0,4.07,14,109–140,negative
2672,89.9,40.0,3.95,3,65–100,unclear
2673,180.07,143.0,3.97,3,160–190,stable
2674,89.29,40.0,4.41,0,65–100,unclear
2675,128.82,75.0,3.78,12,109–140,negative
2676,160.55,95.0,3.0,15,130–180,negative?
2677,251.98,110.0,4.45,1,unknown,rising?
2678,160.92,95.0,3.23,19,130–180,negative?
2679,179.64,143.0,3.88,5,160–190,stable
2680,128.74,75.0,3.73,14,109–140,negative
2681,48.7,27.0,4.15,4,44–52,stable
2682,177.28,143.0,4.14,6,160–190,stable
2683,180.95,143.0,4.04,7,160–190,stable
2684,161.21,95.0,3.12,16,130–180,negative?
2685,128.94,75.0,4.01,13,109–140,negative
2686,178.44,143.0,4.21,5,160–190,stable
2687,48.36,27.0,4.2,1,44–52,stable
2688,178.92,143.0,3.89,7,160–190,stable
2689,248.21,110.0,4.5,2,unknown,rising?
2690,177.85,143.0,4.15,3,160–190,stable
2691,160.61,95.0,2.84,16,130–180,negative?
2692,248.96,110.0,4.95,1,unknown,rising?
2693,178.65,143.0,4.28,4,160–190,stable
2694,180.63,143.0,4.0,6,160–190,stable
2695,158.69,95.0,3.26,18,130–180,negative?
2696,248.84,110.0,4.61,0,unknown,rising?
2697,179.8,143.0,4.04,3,160–190,stable
2698,91.39,40.0,4.09,3,65–100,unclear
2699,248.86,110.0,4.58,0,unknown,rising?
2700,161.13,95.0,3.36,16,130–180,negative?
2701,178.71,143.0,4.06,6,160–190,stable
2702,130.56,75.0,3.5,14,109–140,negative
2703,128.38,75.0,4.06,14,109–140,negative
2704,90.55,40.0,4.11,3,65–100,unclear
2705,158.37,95.0,3.08,17,130–180,negative?
2706,179.57,143.0,3.93,4,160–190,stable
2707,249.72,110.0,4.71,0,unknown,rising?
2708,248.2,110.0,4.92,1,unknown,rising?
2709,130.42,75.0,3.84,14,109–140,negative
2710,49.21,27.0,4.26,1,44–52,stable
2711,180.9,143.0,4.27,2,160–190,stable
2712,161.93,95.0,3.2,19,130–180,negative?
2713,130.63,75.0,3.75,13,109–140,negative
2714,158.62,95.0,3.3,19,130–180,negative?
2715,89.82,40.0,4.18,0,65–100,unclear
2716,128.26,75.0,3.91,12,109–140,negative
2717,48.42,27.0,4.41,0,44–52,stable
2718,158.08,95.0,2.97,14,130–180,negative?
2719,129.87,75.0,3.96,10,109–140,negative
2720,88.84,40.0,4.47,1,65–100,unclear
2721,158.79,95.0,3.12,18,130–180,negative?
2722,51.12,27.0,4.34,0,44–52,stable
2723,161.06,95.0,3.13,15,130–180,negative?
2724,249.5,110.0,4.7,1,unknown,rising?
2725,50.53,27.0,4.6,4,44–52,stable
2726,251.28,110.0,4.73,3,unknown,rising?
2727,91.74,40.0,4.08,3,65–100,unclear
2728,251.67,110.0,4.65,0,unknown,rising?
2729,91.82,40.0,3.99,4,65–100,unclear
2730,179.41,143.0,4.1,5,160–190,stable
2731,251.45,110.0,4.99,1,unknown,rising?
2732,250.51,110.0,4.64,0,unknown,rising?
2733,49.51,27.0,4.15,3,44–52,stable
2734,161.76,95.0,2.95,18,130–180,negative?
2735,49.26,27.0,4.12,5,44–52,stable
2736,90.17,40.0,4.19,1,65–100,unclear
2737,90.76,40.0,4.23,3,65–100,unclear
2738,178.44,143.0,4.13,6,160–190,stable
2739,48.25,27.0,4.54,1,44–52,stable
2740,179.31,143.0,4.01,2,160–190,stable
2741,180.54,143.0,4.09,5,160–190,stable
2742,90.25,40.0,4.1,2,65–100,unclear
2743,161.77,95.0,3.27,17,130–180,negative?
2744,49.36,27.0,4.6,2,44–52,stable
2745,49.47,27.0,4.28,1,44–52,stable
2746,178.98,143.0,3.9,2,160–190,stable
2747,51.71,27.0,4.3,1,44–52,stable
2748,158.46,95.0,3.34,18,130–180,negative?
2749,48.62,27.0,4.29,0,44–52,stable
2750,177.75,143.0,4.02,7,160–190,stable
2751,180.15,143.0,3.92,4,160–190,stable
2752,50.35,27.0,4.35,2,44–52,stable
2753,250.31,110.0,4.85,1,unknown,rising?
2754,177.51,143.0,3.74,7,160–190,stable
2755,48.04,27.0,4.47,2,44–52,stable
2756,50.06,27.0,4.2,2,44–52,stable
2757,249.65,110.0,4.84,3,unknown,rising?
2758,91.32,40.0,4.32,0,65–100,unclear
2759,179.21,143.0,3.87,4,160–190,stable
2760,251.63,110.0,4.61,1,unknown,rising?
2761,89.46,40.0,4.41,3,65–100,unclear
2762,158.13,95.0,2.99,17,130–180,negative?
2763,250.9,110.0,4.91,3,unknown,rising?
2764,160.64,95.0,3.03,17,130–180,negative?
2765,89.64,40.0,4.22,1,65–100,unclear
2766,51.31,27.0,4.35,0,44–52,stable
2767,48.89,27.0,4.5,3,44–52,stable
2768,49.84,27.0,4.3,2,44–52,stable
2769,248.78,110.0,4.41,0,unknown,rising?
2770,127.52,75.0,3.58,11,109–140,negative
2771,178.21,143.0,3.72,3,160–190,stable
2772,127.59,75.0,4.08,13,109–140,negative
2773,160.82,95.0,3.26,15,130–180,negative?
2774,179.8,143.0,4.0,2,160–190,stable
2775,128.08,75.0,3.8,13,109–140,negative
2776,49.55,27.0,4.34,5,44–52,stable
2777,50.68,27.0,4.46,1,44–52,stable
2778,48.23,27.0,4.66,2,44–52,stable
2779,158.57,95.0,3.35,14,130–180,negative?
2780,250.74,110.0,4.41,0,unknown,rising?
2781,178.51,143.0,4.22,6,160–190,stable
2782,248.74,110.0,4.45,1,unknown,rising?
2783,51.04,27.0,4.48,4,44–52,stable
2784,251.31,110.0,4.58,0,unknown,rising?
2785,248.59,110.0,4.42,0,unknown,rising?
2786,50.55,27.0,4.32,4,44–52,stable
2787,89.08,40.0,4.16,4,65–100,unclear
2788,129.08,75.0,3.71,13,109–140,negative
2789,48.86,27.0,4.41,5,44–52,stable
2790,128.59,75.0,3.63,13,109–140,negative
2791,91.96,40.0,3.98,0,65–100,unclear
2792,251.47,110.0,4.59,3,unknown,rising?
2793,129.58,75.0,3.74,9,109–140,negative
2794,159.1,95.0,2.98,14,130–180,negative?
2795,91.65,40.0,4.46,4,65–100,unclear
2796,158.03,95.0,2.9,16,130–180,negative?
2797,248.09,110.0,4.84,1,unknown,rising?
2798,130.0,75.0,3.74,13,109–140,negative
2799,51.65,27.0,4.15,2,44–52,stable
2800,161.76,95.0,2.85,14,130–180,negative?
2801,251.58,110.0,4.42,3,unknown,rising?
2802,50.6,27.0,4.49,3,44–52,stable
2803,248.86,110.0,4.49,0,unknown,rising?
2804,48.26,27.0,4.66,3,44–52,stable
2805,90.91,40.0,4.17,4,65–100,unclear
2806,89.85,40.0,4.41,3,65–100,unclear
2807,128.42,75.0,3.57,14,109–140,negative
2808,249.19,110.0,4.83,3,unknown,rising?
2809,178.89,143.0,3.77,7,160–190,stable
2810,128.59,75.0,3.63,10,109–140,negative
2811,251.51,110.0,4.42,1,unknown,rising?
2812,88.81,40.0,4.13,3,65–100,unclear
2813,159.06,95.0,3.28,17,130–180,negative?
2814,178.42,143.0,3.96,5,160–190,stable
2815,179.81,143.0,3.72,4,160–190,stable
2816,128.83,75.0,3.69,12,109–140,negative
2817,251.68,110.0,4.74,3,unknown,rising?
2818,178.46,143.0,4.25,5,160–190,stable
2819,51.67,27.0,4.25,1,44–52,stable
2820,50.22,27.0,4.17,1,44–52,stable
2821,161.24,95.0,3.11,14,130–180,negative?
2822,177.02,143.0,3.81,3,160–190,stable
2823,249.55,110.0,4.67,2,unknown,rising?
2824,159.74,95.0,2.99,14,130–180,negative?
2825,248.13,110.0,4.67,2,unknown,rising?
2826,90.89,40.0,4.09,1,65–100,unclear
2827,130.42,75.0,3.53,11,109–140,negative
2828,88.69,40.0,4.11,3,65–100,unclear
2829,128.22,75.0,4.06,14,109–140,negative
2830,178.58,143.0,4.09,4,160–190,stable
2831,130.33,75.0,3.51,10,109–140,negative
2832,91.83,40.0,4.0,0,65–100,unclear
2833,161.06,95.0,3.33,14,130–180,negative?
2834,180.33,143.0,4.23,6,160–190,stable
2835,180.42,143.0,3.8,5,160–190,stable
2836,161.66,95.0,3.0,14,130–180,negative?
2837,130.94,75.0,3.53,14,109–140,negative
2838,48.97,27.0,4.36,3,44–52,stable
2839,89.81,40.0,4.24,4,65–100,unclear
2840,158.19,95.0,3.33,16,130–180,negative?
2841,178.72,143.0,3.85,3,160–190,stable
2842,180.16,143.0,4.2,4,160–190,stable
2843,251.27,110.0,4.98,0,unknown,rising?
2844,88.39,40.0,4.12,0,65–100,unclear
2845,129.34,75.0,3.93,10,109–140,negative
2846,158.71,95.0,3.04,15,130–180,negative?
2847,248.38,110.0,4.98,0,unknown,rising?
2848,159.46,95.0,2.93,14,130–180,negative?
2849,89.79,40.0,4.48,2,65–100,unclear
2850,89.11,40.0,4.48,4,65–100,unclear
2851,248.2,110.0,4.82,0,unknown,rising?
2852,88.69,40.0,4.33,0,65–100,unclear
2853,251.67,110.0,4.82,3,unknown,rising?
2854,159.35,95.0,3.05,19,130–180,negative?
2855,180.96,143.0,3.92,6,160–190,stable
2856,90.04,40.0,4.27,3,65–100,unclear
2857,88.8,40.0,3.91,0,65–100,unclear
2858,159.55,95.0,2.99,15,130–180,negative?
2859,48.9,27.0,4.56,3,44–52,stable
2860,49.61,27.0,4.48,1,44–52,stable
2861,248.72,110.0,4.56,0,unknown,rising?
2862,251.54,110.0,4.72,3,unknown,rising?
2863,90.89,40.0,4.2,3,65–100,unclear
2864,249.72,110.0,4.65,1,unknown,rising?
2865,178.04,143.0,3.82,5,160–190,stable
2866,90.31,40.0,4.1,3,65–100,unclear
2867,161.59,95.0,3.17,18,130–180,negative?
2868,251.68,110.0,4.7,0,unknown,rising?
2869,127.05,75.0,3.58,11,109–140,negative
2870,49.15,27.0,4.62,3,44–52,stable
2871,180.0,143.0,4.17,2,160–190,stable
2872,49.55,27.0,4.12,0,44–52,stable
2873,159.03,95.0,2.86,16,130–180,negative?
2874,249.24,110.0,4.74,0,unknown,rising?
2875,130.72,75.0,3.95,10,109–140,negative
2876,128.34,75.0,3.55,12,109–140,negative
2877,129.6,75.0,3.64,11,109–140,negative
2878,251.35,110.0,4.64,3,unknown,rising?
2879,50.49,27.0,4.27,2,44–52,stable
2880,129.8,75.0,3.73,11,109–140,negative
2881,159.89,95.0,2.97,17,130–180,negative?
2882,129.71,75.0,4.0,11,109–140,negative
2883,51.22,27.0,4.36,1,44–52,stable
2884,91.2,40.0,4.23,4,65–100,unclear
2885,128.49,75.0,3.62,14,109–140,negative
2886,160.88,95.0,3.21,18,130–180,negative?
2887,50.58,27.0,4.35,5,44–52,stable
2888,250.22,110.0,4.43,0,unknown,rising?
2889,178.6,143.0,4.12,7,160–190,stable
2890,248.91,110.0,4.74,2,unknown,rising?
2891,159.2,95.0,3.28,14,130–180,negative?
2892,179.79,143.0,4.09,3,160–190,stable
2893,160.89,95.0,3.29,14,130–180,negative?
2894,160.66,95.0,3.03,14,130–180,negative?
2895,180.82,143.0,4.09,3,160–190,stable
2896,50.42,27.0,4.67,3,44–52,stable
2897,130.31,75.0,3.88,13,109–140,negative
2898,50.25,27.0,4.5,0,44–52,stable
2899,249.91,110.0,4.8,1,unknown,rising?
2900,130.84,75.0,3.96,14,109–140,negative
2901,250.59,110.0,4.87,2,unknown,rising?
2902,178.73,143.0,4.2,6,160–190,stable
2903,250.79,110.0,4.46,1,unknown,rising?
2904,91.68,40.0,4.46,2,65–100,unclear
2905,51.36,27.0,4.35,4,44–52,stable
2906,88.01,40.0,4.15,1,65–100,unclear
2907,159.14,95.0,3.36,18,130–180,negative?
2908,48.38,27.0,4.25,2,44–52,stable
2909,178.5,143.0,4.12,7,160–190,stable
2910,51.5,27.0,4.22,4,44–52,stable
2911,251.37,110.0,4.61,0,unknown,rising?
2912,180.5,143.0,4.24,6,160–190,stable
2913,50.85,27.0,4.5,2,44–52,stable
2914,130.61,75.0,3.84,11,109–140,negative
2915,130.56,75.0,3.93,14,109–140,negative
2916,49.39,27.0,4.28,5,44–52,stable
2917,91.85,40.0,4.05,3,65–100,unclear
2918,249.4,110.0,4.71,0,unknown,rising?
2919,178.8,143.0,4.08,6,160–190,stable
2920,130.8,75.0,3.92,12,109–140,negative
2921,161.75,95.0,3.02,18,130–180,negative?
2922,88.76,40.0,4.44,3,65–100,unclear
2923,49.45,27.0,4.26,1,44–52,stable
2924,91.52,40.0,4.49,0,65–100,unclear
2925,160.81,95.0,2.82,17,130–180,negative?
2926,160.92,95.0,3.13,15,130–180,negative?
2927,180.19,143.0,4.04,7,160–190,stable
2928,180.94,143.0,3.88,4,160–190,stable
2929,91.74,40.0,4.13,4,65–100,unclear
2930,251.72,110.0,4.71,3,unknown,rising?
2931,50.94,27.0,4.14,1,44–52,stable
2932,89.08,40.0,4.28,0,65–100,unclear
2933,90.8,40.0,4.39,2,65–100,unclear
2934,249.26,110.0,4.47,1,unknown,rising?
2935,160.86,95.0,2.84,17,130–180,negative?
2936,250.48,110.0,5.0,1,unknown,rising?
2937,177.07,143.0,4.28,4,160–190,stable
2938,250.29,110.0,4.49,0,unknown,rising?
2939,51.63,27.0,4.57,0,44–52,stable
2940,251.49,110.0,4.92,2,unknown,rising?
2941,90.82,40.0,4.33,1,65–100,unclear
2942,129.39,75.0,3.92,10,109–140,negative
2943,160.49,95.0,3.34,14,130–180,negative?
2944,89.19,40.0,4.47,0,65–100,unclear
2945,160.31,95.0,2.82,16,130–180,negative?
2946,177.2,143.0,3.91,6,160–190,stable
2947,249.94,110.0,4.8,0,unknown,rising?
2948,248.54,110.0,4.47,2,unknown,rising?
2949,50.94,27.0,4.32,4,44–52,stable
2950,129.41,75.0,3.64,12,109–140,negative
2951,251.73,110.0,4.72,0,unknown,rising?
2952,248.99,110.0,4.76,1,unknown,rising?
2953,51.35,27.0,4.26,3,44–52,stable
2954,49.43,27.0,4.52,2,44–52,stable
2955,48.9,27.0,4.54,4,44–52,stable
2956,50.6,27.0,4.32,5,44–52,stable
2957,89.41,40.0,4.4,3,65–100,unclear
2958,51.09,27.0,4.34,2,44–52,stable
2959,250.0,110.0,4.53,3,unknown,rising?
2960,91.28,40.0,4.18,3,65–100,unclear
2961,51.91,27.0,4.49,3,44–52,stable
2962,48.13,27.0,4.23,5,44–52,stable
2963,177.2,143.0,3.77,3,160–190,stable
2964,128.55,75.0,3.91,11,109–140,negative
2965,48.12,27.0,4.24,5,44–52,stable
2966,51.36,27.0,4.54,2,44–52,stable
2967,248.88,110.0,4.59,2,unknown,rising?
2968,91.77,40.0,4.17,2,65–100,unclear
2969,180.16,143.0,3.77,5,160–190,stable
2970,177.08,143.0,4.2,4,160–190,stable
2971,177.43,143.0,4.2,7,160–190,stable
2972,250.41,110.0,4.42,0,unknown,rising?
2973,179.18,143.0,4.25,6,160–190,stable
2974,90.78,40.0,4.44,4,65–100,unclear
2975,159.66,95.0,3.2,14,130–180,negative?
2976,178.43,143.0,3.96,2,160–190,stable
2977,88.38,40.0,4.08,4,65–100,unclear
2978,128.04,75.0,3.81,10,109–140,negative
2979,128.54,75.0,3.78,11,109–140,negative
2980,177.35,143.0,3.71,7,160–190,stable
2981,177.56,143.0,3.89,5,160–190,stable
2982,160.32,95.0,3.09,15,130–180,negative?
2983,49.81,27.0,4.31,5,44–52,stable
2984,178.54,143.0,3.87,6,160–190,stable
2985,179.45,143.0,3.96,6,160–190,stable
2986,50.02,27.0,4.61,1,44–52,stable
2987,90.95,40.0,4.25,4,65–100,unclear
2988,158.46,95.0,2.91,18,130–180,negative?
2989,177.54,143.0,4.24,5,160–190,stable
2990,248.05,110.0,4.84,3,unknown,rising?
2991,91.15,40.0,3.93,3,65–100,unclear
2992,180.09,143.0,3.98,2,160–190,stable
2993,127.36,75.0,3.88,11,109–140,negative
2994,128.17,75.0,3.68,11,109–140,negative
2995,130.68,75.0,3.97,12,109–140,negative
2996,48.18,27.0,4.68,4,44–52,stable
2997,90.12,40.0,3.96,0,65–100,unclear
2998,159.53,95.0,3.07,15,130–180,negative?
2999,160.86,95.0,3.36,16,130–180,negative?
3000,177.08,143.0,4.1,6,160–190,stable
3001,179.42,143.0,4.0,7,160–190,stable
3002,248.44,110.0,4.62,0,unknown,rising?
3003,250.87,110.0,4.51,3,unknown,rising?
3004,88.49,40.0,4.34,4,65–100,unclear
3005,158.36,95.0,3.07,16,130–180,negative?
3006,161.03,95.0,2.94,16,130–180,negative?
3007,91.65,40.0,4.21,0,65–100,unclear
3008,127.57,75.0,3.57,14,109–140,negative
3009,161.41,95.0,3.05,18,130–180,negative?
3010,49.98,27.0,4.26,3,44–52,stable
3011,177.52,143.0,4.29,6,160–190,stable
3012,178.1,143.0,3.84,5,160–190,stable
3013,248.2,110.0,4.58,1,unknown,rising?
3014,160.68,95.0,3.08,17,130–180,negative?
3015,129.95,75.0,3.94,14,109–140,negative
3016,177.41,143.0,3.93,3,160–190,stable
3017,127.66,75.0,4.03,13,109–140,negative
3018,160.62,95.0,3.23,17,130–180,negative?
3019,88.73,40.0,3.94,0,65–100,unclear
3020,160.62,95.0,2.88,14,130–180,negative?
3021,91.76,40.0,4.24,1,65–100,unclear
3022,161.42,95.0,2.88,17,130–180,negative?
3023,49.8,27.0,4.42,4,44–52,stable
3024,178.25,143.0,4.02,6,160–190,stable
3025,89.59,40.0,4.33,3,65–100,unclear
3026,180.05,143.0,4.26,6,160–190,stable
3027,89.48,40.0,4.1,0,65–100,unclear
3028,48.16,27.0,4.57,5,44–52,stable
3029,160.09,95.0,2.83,19,130–180,negative?
3030,50.47,27.0,4.6,0,44–52,stable
3031,89.74,40.0,4.24,3,65–100,unclear
3032,159.45,95.0,3.13,14,130–180,negative?
3033,180.97,143.0,4.21,2,160–190,stable
3034,248.49,110.0,4.88,0,unknown,rising?
3035,129.04,75.0,3.66,9,109–140,negative
3036,178.11,143.0,3.71,7,160–190,stable
3037,177.14,143.0,4.0,3,160–190,stable
3038,177.78,143.0,3.9,3,160–190,stable
3039,90.84,40.0,4.17,1,65–100,unclear
3040,249.47,110.0,4.58,3,unknown,rising?
3041,248.19,110.0,4.94,2,unknown,rising?
3042,48.87,27.0,4.53,3,44–52,stable
3043,130.24,75.0,4.0,12,109–140,negative
3044,249.7,110.0,4.95,0,unknown,rising?
3045,89.98,40.0,4.2,2,65–100,unclear
3046,161.7,95.0,2.91,17,130–180,negative?
3047,178.99,143.0,3.89,2,160–190,stable
3048,50.01,27.0,4.45,3,44–52,stable
3049,248.45,110.0,4.97,3,unknown,rising?
3050,127.28,75.0,3.65,9,109–140,negative
3051,49.76,27.0,4.49,2,44–52,stable
3052,179.68,143.0,4.08,3,160–190,stable
3053,130.06,75.0,3.7,10,109–140,negative
3054,159.1,95.0,3.03,18,130–180,negative?
3055,88.78,40.0,4.05,4,65–100,unclear
3056,160.62,95.0,3.33,15,130–180,negative?
3057,249.66,110.0,4.7,0,unknown,rising?
3058,91.04,40.0,3.99,0,65–100,unclear
3059,88.76,40.0,4.06,0,65–100,unclear
3060,250.51,110.0,4.57,3,unknown,rising?
3061,160.51,95.0,3.17,19,130–180,negative?
3062,177.87,143.0,4.2,7,160–190,stable
3063,130.66,75.0,3.55,10,109–140,negative
3064,161.5,95.0,3.27,17,130–180,negative?
3065,90.12,40.0,3.96,3,65–100,unclear
3066,249.92,110.0,4.66,2,unknown,rising?
3067,180.58,143.0,4.12,4,160–190,stable
3068,127.48,75.0,3.56,14,109–140,negative
3069,51.03,27.0,4.33,2,44–52,stable
3070,90.91,40.0,4.43,0,65–100,unclear
3071,91.12,40.0,4.42,4,65–100,unclear
3072,159.94,95.0,3.09,18,130–180,negative?
3073,251.35,110.0,4.69,0,unknown,rising?
3074,251.42,110.0,4.94,3,unknown,rising?
3075,51.68,27.0,4.57,3,44–52,stable
3076,130.57,75.0,3.76,10,109–140,negative
3077,49.81,27.0,4.42,5,44–52,stable
3078,248.19,110.0,4.48,0,unknown,rising?
3079,180.31,143.0,3.83,5,160–190,stable
3080,251.89,110.0,4.96,0,unknown,rising?
3081,51.05,27.0,4.18,2,44–52,stable
