product_id,title,category,price,cost,attributes,description
1263,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1264,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1265,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1266,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1267,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
1268,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1269,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1270,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1271,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1272,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1273,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1274,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1275,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1276,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1277,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1278,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1279,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1280,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1281,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1282,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1283,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1284,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1285,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1286,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1287,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1288,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1289,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1290,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1291,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1292,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1293,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1294,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1295,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1296,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1297,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1298,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1299,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1300,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1301,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1302,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1303,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
1304,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1305,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1306,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1307,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1308,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1309,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1310,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1311,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1312,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1313,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1314,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
1315,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1316,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1317,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1318,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1319,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1320,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1321,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1322,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1323,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
1324,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1325,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1326,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1327,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1328,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1329,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1330,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
1331,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1332,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1333,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1334,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1335,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1336,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
1337,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1338,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1339,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1340,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1341,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1342,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
1343,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
1344,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1345,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1346,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1347,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1348,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1349,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1350,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1351,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1352,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1353,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1354,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1355,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1356,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1357,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1358,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1359,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1360,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1361,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1362,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1363,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1364,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1365,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1366,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1367,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
1368,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1369,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1370,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1371,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1372,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1373,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1374,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1375,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1376,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1377,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
1378,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1379,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1380,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1381,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1382,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1383,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1384,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1385,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1386,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1387,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1388,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1389,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1390,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
1391,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1392,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1393,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1394,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1395,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
1396,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1397,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1398,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
1399,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1400,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1401,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1402,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1403,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1404,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1405,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1406,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1407,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1408,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
1409,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1410,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1411,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1412,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1413,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1414,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1415,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1416,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1417,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1418,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1419,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1420,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1421,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1422,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1423,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1424,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1425,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1426,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1427,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1428,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?). Customer said: 'ok quality'.
1429,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1430,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1431,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1432,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
